1	6095444	6095529	1	1	1	1	0	19
1	6095625	6096635	1	1	1	1	0	30
1	10336743	10337073	1	1	1	1	0	33
1	16206084	16206179	2	2	1	1	0	24
1	16206341	16206947	2	2	1	1	0	8
1	23691830	23692608	1	1	1	1	0	22
1	23692760	23693806	1	1	1	1	0	31
1	23804526	23808134	2	2	1	1	0	12
1	27350133	27350388	1	1	1	1	0	28
1	27350953	27351257	1	1	1	1	0	35
1	28506085	28508127	1	1	1	1	0	21
1	28508161	28508829	1	1	1	1	0	28
1	30737700	30738939	2	2	1	1	0	37
1	30739063	30739808	2	2	1	1	0	3
1	30739938	30741639	2	2	1	1	0	14
1	36282701	36286367	1	1	1	1	0	32
1	36462164	36463805	2	2	1	1	0	6
1	39324346	39324645	1	1	1	1	0	37
1	39327354	39331202	1	1	1	1	0	32
1	39441126	39441223	1	1	1	1	0	31
1	39441326	39441951	1	1	1	1	0	13
1	44776141	44776674	1	1	1	1	0	30
1	44777790	44777999	1	1	1	1	0	13
1	45511415	45514506	2	2	1	1	0	5
1	45514996	45515653	2	2	1	1	0	15
1	45628409	45629575	2	2	1	1	0	32
1	64841340	64841450	2	2	1	1	0	23
1	67368026	67372435	1	1	1	1	0	29
1	75790275	75790445	1	1	1	1	0	10
1	92833661	92834778	1	1	1	1	0	22
1	92834914	92836189	1	1	1	3	0	28
1	92836393	92837455	1	1	1	1	0	6
1	92837634	92840550	1	1	1	1	0	27
1	99884245	99884338	1	1	1	1	0	8
1	108692868	108695701	1	1	1	1	0	18
1	108782518	108782648	1	1	1	1	0	1
1	108796373	108796619	1	1	1	1	0	9
1	109402091	109409927	2	2	1	1	0	6
1	109410015	109411010	2	2	1	1	0	7
1	111192318	111194577	2	2	1	1	0	4
1	145993887	145994015	2	2	1	1	0	11
1	145994438	145994543	2	2	1	1	0	10
1	153535361	153535948	2	2	1	1	0	8
1	153990803	153991114	1	1	1	1	0	23
1	153991224	153991565	1	1	1	1	0	31
1	156011888	156014960	2	2	1	1	0	35
1	156719386	156719485	1	1	0	0	1	25
1	161166935	161170619	1	1	1	1	0	30
1	169691803	169696534	2	2	1	1	0	12
1	169696554	169701559	2	2	1	1	0	19
1	169703441	169704567	2	2	1	1	0	17
1	176085891	176116623	2	2	1	0	1	23
1	176116682	176135009	2	2	1	0	1	8
1	182876264	182876446	1	1	1	1	0	31
1	182876542	182876829	1	1	1	1	0	7
1	182876904	182878020	1	1	1	2	0	17
1	183528028	183528891	1	1	1	1	0	32
1	198742368	198744053	1	1	1	1	0	20
1	198744204	198748108	1	1	1	1	0	36
1	209778174	209779314	1	1	1	1	0	4
1	219973399	219978545	2	2	1	1	0	31
1	225866683	225867111	2	2	1	1	0	33
1	226062812	226064328	1	1	1	0	1	11
10	6019942	6021477	2	2	1	1	0	13
10	14553388	14571923	2	2	1	1	0	18
10	17233683	17233769	1	1	1	1	0	33
10	17233932	17234692	1	1	1	1	0	37
10	17235390	17235845	1	1	1	1	0	21
10	17235890	17236293	1	1	1	1	0	10
10	17236380	17237229	1	1	1	1	0	22
10	27116134	27116218	2	2	1	1	0	20
10	32920386	32922256	2	2	1	1	0	36
10	32922347	32922639	2	2	1	1	0	29
10	63152191	63153510	1	1	1	1	0	1
10	71817477	71818616	2	2	1	1	0	35
10	71831921	71834371	2	2	1	1	0	23
10	72859348	72860422	1	1	1	1	0	16
10	72868864	72871376	1	1	1	1	0	3
10	73246829	73247009	2	2	1	1	0	6
10	75219357	75220742	1	1	1	1	0	13
10	87505553	87508335	1	1	1	0	1	1
